Entrez ID,Phenotype
2091,['Ribosome biogenesis in eukaryotes']
2098,"['Metabolic pathways', 'Carbon metabolism']"
2099,"['Endocrine resistance', 'Estrogen signaling pathway', 'Prolactin signaling pathway', 'Thyroid hormone signaling pathway', 'Endocrine and other factor-regulated calcium reabsorption', 'Pathways in cancer', 'Proteoglycans in cancer', 'Chemical carcinogenesis - receptor activation', 'Breast cancer']"
2100,"['Endocrine resistance', 'Estrogen signaling pathway', 'Prolactin signaling pathway', 'GnRH secretion', 'Pathways in cancer', 'Chemical carcinogenesis - receptor activation', 'Breast cancer']"
2103,['Signaling pathways regulating pluripotency of stem cells']
2107,['mRNA surveillance pathway']
2113,"['Ras signaling pathway', 'Cellular senescence', 'Human T-cell leukemia virus 1 infection', 'Pathways in cancer', 'Renal cell carcinoma']"
2114,"['Ras signaling pathway', 'Human T-cell leukemia virus 1 infection']"
2115,['Transcriptional misregulation in cancer']
2118,['Transcriptional misregulation in cancer']
2119,"['Transcriptional misregulation in cancer', 'Prostate cancer']"
2120,['Transcriptional misregulation in cancer']
2121,['Hedgehog signaling pathway']
2122,"['Lysine degradation', 'Metabolic pathways', 'MAPK signaling pathway', 'Pathways in cancer', 'Chronic myeloid leukemia']"
2130,['Transcriptional misregulation in cancer']
2131,"['Glycosaminoglycan biosynthesis - heparan sulfate / heparin', 'Metabolic pathways']"
2132,"['Glycosaminoglycan biosynthesis - heparan sulfate / heparin', 'Metabolic pathways']"
2134,"['Glycosaminoglycan biosynthesis - heparan sulfate / heparin', 'Metabolic pathways']"
2135,"['Glycosaminoglycan biosynthesis - heparan sulfate / heparin', 'Metabolic pathways']"
2137,"['Glycosaminoglycan biosynthesis - heparan sulfate / heparin', 'Metabolic pathways']"
2138,['Transcriptional misregulation in cancer']
2145,"['Lysine degradation', 'Metabolic pathways', 'Polycomb repressive complex']"
2146,"['Lysine degradation', 'Metabolic pathways', 'Polycomb repressive complex', 'MicroRNAs in cancer']"
2147,"['Phospholipase D signaling pathway', 'Neuroactive ligand-receptor interaction', 'Complement and coagulation cascades', 'Platelet activation', 'Regulation of actin cytoskeleton', 'Pathogenic Escherichia coli infection', 'Coronavirus disease - COVID-19', 'Pathways in cancer']"
2149,"['Rap1 signaling pathway', 'Calcium signaling pathway', 'cAMP signaling pathway', 'Phospholipase D signaling pathway', 'Neuroactive ligand-receptor interaction', 'PI3K-Akt signaling pathway', 'Complement and coagulation cascades', 'Platelet activation', 'Regulation of actin cytoskeleton', 'Pathogenic Escherichia coli infection', 'Pathways in cancer']"
2150,"['Neuroactive ligand-receptor interaction', 'Inflammatory mediator regulation of TRP channels', 'African trypanosomiasis']"
2151,"['Neuroactive ligand-receptor interaction', 'Complement and coagulation cascades']"
2152,"['Complement and coagulation cascades', 'AGE-RAGE signaling pathway in diabetic complications']"
2153,['Complement and coagulation cascades']
2155,['Complement and coagulation cascades']
2157,['Complement and coagulation cascades']
2158,['Complement and coagulation cascades']
2159,['Complement and coagulation cascades']
2160,['Complement and coagulation cascades']
2161,['Complement and coagulation cascades']
2162,"['Complement and coagulation cascades', 'Coronavirus disease - COVID-19']"
2165,"['Complement and coagulation cascades', 'Coronavirus disease - COVID-19']"
2166,['Retrograde endocannabinoid signaling']
2167,"['PPAR signaling pathway', 'Regulation of lipolysis in adipocytes']"
2168,"['PPAR signaling pathway', 'Alcoholic liver disease', 'Fat digestion and absorption']"
2169,"['PPAR signaling pathway', 'Fat digestion and absorption']"
2170,['PPAR signaling pathway']
2171,['PPAR signaling pathway']
2172,['PPAR signaling pathway']
2173,['PPAR signaling pathway']
2175,['Fanconi anemia pathway']
2176,['Fanconi anemia pathway']
2177,['Fanconi anemia pathway']
2178,['Fanconi anemia pathway']
2180,"['Fatty acid biosynthesis', 'Fatty acid degradation', 'Metabolic pathways', 'Fatty acid metabolism', 'PPAR signaling pathway', 'Peroxisome', 'Ferroptosis', 'Thermogenesis', 'Adipocytokine signaling pathway']"
2181,"['Fatty acid biosynthesis', 'Fatty acid degradation', 'Metabolic pathways', 'Fatty acid metabolism', 'PPAR signaling pathway', 'Peroxisome', 'Ferroptosis', 'Thermogenesis', 'Adipocytokine signaling pathway']"
2182,"['Fatty acid biosynthesis', 'Fatty acid degradation', 'Metabolic pathways', 'Fatty acid metabolism', 'PPAR signaling pathway', 'Peroxisome', 'Ferroptosis', 'Thermogenesis', 'Adipocytokine signaling pathway']"
2184,"['Tyrosine metabolism', 'Metabolic pathways']"
2185,"['Calcium signaling pathway', 'Chemokine signaling pathway', 'Phospholipase D signaling pathway', 'Natural killer cell mediated cytotoxicity', 'Leukocyte transendothelial migration', 'GnRH signaling pathway', 'Yersinia infection', 'Hepatitis B', 'Human cytomegalovirus infection', 'Human immunodeficiency virus 1 infection']"
2186,['ATP-dependent chromatin remodeling']
2187,['Fanconi anemia pathway']
2188,['Fanconi anemia pathway']
2189,['Fanconi anemia pathway']
2193,['Aminoacyl-tRNA biosynthesis']
2194,"['Fatty acid biosynthesis', 'Metabolic pathways', 'Fatty acid metabolism', 'AMPK signaling pathway', 'Insulin signaling pathway', 'Alcoholic liver disease']"
2197,"['Ribosome', 'Coronavirus disease - COVID-19']"
2200,['TGF-beta signaling pathway']
2203,"['Glycolysis / Gluconeogenesis', 'Pentose phosphate pathway', 'Fructose and mannose metabolism', 'Metabolic pathways', 'Carbon metabolism', 'AMPK signaling pathway', 'Insulin signaling pathway', 'Glucagon signaling pathway']"
2204,"['Phagosome', 'Staphylococcus aureus infection']"
2205,"['Sphingolipid signaling pathway', 'Phospholipase D signaling pathway', 'Fc epsilon RI signaling pathway', 'Asthma']"
2206,"['Sphingolipid signaling pathway', 'Phospholipase D signaling pathway', 'Fc epsilon RI signaling pathway', 'Asthma']"
2207,"['Sphingolipid signaling pathway', 'Phospholipase D signaling pathway', 'Platelet activation', 'C-type lectin receptor signaling pathway', 'Natural killer cell mediated cytotoxicity', 'Fc epsilon RI signaling pathway', 'Tuberculosis', 'Asthma']"
2208,"['Hematopoietic cell lineage', 'Epstein-Barr virus infection']"
2209,"['Phagosome', 'Osteoclast differentiation', 'Neutrophil extracellular trap formation', 'Hematopoietic cell lineage', 'Fc gamma R-mediated phagocytosis', 'Leishmaniasis', 'Staphylococcus aureus infection', 'Tuberculosis', 'Transcriptional misregulation in cancer', 'Acute myeloid leukemia', 'Systemic lupus erythematosus']"
2212,"['Phagosome', 'Osteoclast differentiation', 'Platelet activation', 'Neutrophil extracellular trap formation', 'Fc gamma R-mediated phagocytosis', 'Pathogenic Escherichia coli infection', 'Yersinia infection', 'Leishmaniasis', 'Staphylococcus aureus infection', 'Tuberculosis', 'Coronavirus disease - COVID-19', 'Systemic lupus erythematosus']"
2213,"['Phagosome', 'Osteoclast differentiation', 'B cell receptor signaling pathway', 'Fc gamma R-mediated phagocytosis', 'Staphylococcus aureus infection', 'Tuberculosis', 'Measles']"
2214,"['Phagosome', 'Osteoclast differentiation', 'Neutrophil extracellular trap formation', 'Natural killer cell mediated cytotoxicity', 'Fc gamma R-mediated phagocytosis', 'Leishmaniasis', 'Staphylococcus aureus infection', 'Tuberculosis', 'Systemic lupus erythematosus']"
2215,"['Phagosome', 'Osteoclast differentiation', 'Neutrophil extracellular trap formation', 'Natural killer cell mediated cytotoxicity', 'Fc gamma R-mediated phagocytosis', 'Leishmaniasis', 'Staphylococcus aureus infection', 'Tuberculosis', 'Systemic lupus erythematosus']"
2218,"['Mannose type O-glycan biosynthesis', 'Metabolic pathways']"
2222,"['Steroid biosynthesis', 'Metabolic pathways']"
2224,"['Terpenoid backbone biosynthesis', 'Metabolic pathways', 'Influenza A', 'Human T-cell leukemia virus 1 infection']"
2235,"['Porphyrin metabolism', 'Metabolic pathways', 'Biosynthesis of cofactors']"
2237,"['DNA replication', 'Base excision repair', 'Non-homologous end-joining']"
2239,['Wnt signaling pathway']
2241,['Adherens junction']
2242,['Axon guidance']
2243,"['Complement and coagulation cascades', 'Platelet activation', 'Neutrophil extracellular trap formation', 'Coronavirus disease - COVID-19']"
2244,"['Complement and coagulation cascades', 'Platelet activation', 'Neutrophil extracellular trap formation', 'Coronavirus disease - COVID-19']"
2245,['Regulation of actin cytoskeleton']
2246,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'PI3K-Akt signaling pathway', 'Hippo signaling pathway', 'Regulation of actin cytoskeleton', 'Pathways in cancer', 'Melanoma', 'Breast cancer', 'Gastric cancer']"
2247,"['EGFR tyrosine kinase inhibitor resistance', 'MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'PI3K-Akt signaling pathway', 'Signaling pathways regulating pluripotency of stem cells', 'Regulation of actin cytoskeleton', 'Kaposi sarcoma-associated herpesvirus infection', 'Pathways in cancer', 'Proteoglycans in cancer', 'Chemical carcinogenesis - receptor activation', 'Melanoma', 'Breast cancer', 'Gastric cancer']"
2248,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'PI3K-Akt signaling pathway', 'Regulation of actin cytoskeleton', 'Pathways in cancer', 'Chemical carcinogenesis - receptor activation', 'Melanoma', 'Breast cancer', 'Gastric cancer']"
2249,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'PI3K-Akt signaling pathway', 'Regulation of actin cytoskeleton', 'Pathways in cancer', 'Chemical carcinogenesis - receptor activation', 'Melanoma', 'Breast cancer', 'Gastric cancer']"
2250,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'PI3K-Akt signaling pathway', 'Regulation of actin cytoskeleton', 'Pathways in cancer', 'Chemical carcinogenesis - receptor activation', 'Melanoma', 'Breast cancer', 'Gastric cancer']"
2251,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'PI3K-Akt signaling pathway', 'Regulation of actin cytoskeleton', 'Pathways in cancer', 'Chemical carcinogenesis - receptor activation', 'Melanoma', 'Breast cancer', 'Gastric cancer']"
2252,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'PI3K-Akt signaling pathway', 'Regulation of actin cytoskeleton', 'Pathways in cancer', 'Chemical carcinogenesis - receptor activation', 'Melanoma', 'Breast cancer', 'Gastric cancer']"
2253,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'PI3K-Akt signaling pathway', 'Regulation of actin cytoskeleton', 'Pathways in cancer', 'Chemical carcinogenesis - receptor activation', 'Melanoma', 'Breast cancer', 'Gastric cancer']"
2254,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'PI3K-Akt signaling pathway', 'Regulation of actin cytoskeleton', 'Pathways in cancer', 'Chemical carcinogenesis - receptor activation', 'Melanoma', 'Breast cancer', 'Gastric cancer']"
2255,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'PI3K-Akt signaling pathway', 'Regulation of actin cytoskeleton', 'Pathways in cancer', 'Chemical carcinogenesis - receptor activation', 'Melanoma', 'Breast cancer', 'Gastric cancer']"
2259,['Spinocerebellar ataxia']
2260,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'PI3K-Akt signaling pathway', 'Adherens junction', 'Signaling pathways regulating pluripotency of stem cells', 'Thermogenesis', 'Regulation of actin cytoskeleton', 'Parathyroid hormone synthesis, secretion and action', 'Pathways in cancer', 'Proteoglycans in cancer', 'Prostate cancer', 'Melanoma', 'Breast cancer', 'Central carbon metabolism in cancer']"
2261,"['EGFR tyrosine kinase inhibitor resistance', 'MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'Endocytosis', 'PI3K-Akt signaling pathway', 'Signaling pathways regulating pluripotency of stem cells', 'Regulation of actin cytoskeleton', 'Pathways in cancer', 'MicroRNAs in cancer', 'Bladder cancer', 'Central carbon metabolism in cancer']"
2263,"['EGFR tyrosine kinase inhibitor resistance', 'MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'Endocytosis', 'PI3K-Akt signaling pathway', 'Signaling pathways regulating pluripotency of stem cells', 'Regulation of actin cytoskeleton', 'Pathways in cancer', 'Prostate cancer', 'Gastric cancer', 'Central carbon metabolism in cancer']"
2264,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'Endocytosis', 'PI3K-Akt signaling pathway', 'Signaling pathways regulating pluripotency of stem cells', 'Regulation of actin cytoskeleton', 'Pathways in cancer']"
2266,"['Complement and coagulation cascades', 'Platelet activation', 'Neutrophil extracellular trap formation', 'Staphylococcus aureus infection', 'Coronavirus disease - COVID-19']"
2268,['Chemokine signaling pathway']
2271,"['Citrate cycle (TCA cycle)', 'Pyruvate metabolism', 'Metabolic pathways', 'Carbon metabolism', 'Cushing syndrome', 'Pathways in cancer', 'Renal cell carcinoma']"
2272,"['Purine metabolism', 'Metabolic pathways', 'Small cell lung cancer', 'Non-small cell lung cancer']"
2273,['JAK-STAT signaling pathway']
2274,['Osteoclast differentiation']
2277,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'PI3K-Akt signaling pathway', 'Focal adhesion', 'TNF signaling pathway', 'Relaxin signaling pathway', 'AGE-RAGE signaling pathway in diabetic complications', 'Pathways in cancer']"
2288,['Estrogen signaling pathway']
2289,['Estrogen signaling pathway']
2290,['FoxO signaling pathway']
2305,['Cellular senescence']
2308,"['FoxO signaling pathway', 'AMPK signaling pathway', 'Longevity regulating pathway', 'Longevity regulating pathway - multiple species', 'Cellular senescence', 'Insulin signaling pathway', 'Thyroid hormone signaling pathway', 'Glucagon signaling pathway', 'Insulin resistance', 'AGE-RAGE signaling pathway in diabetic complications', 'Alcoholic liver disease', 'Shigellosis', 'Human papillomavirus infection', 'Pathways in cancer', 'Transcriptional misregulation in cancer', 'Prostate cancer']"
2309,"['EGFR tyrosine kinase inhibitor resistance', 'Chemokine signaling pathway', 'FoxO signaling pathway', 'Mitophagy - animal', 'PI3K-Akt signaling pathway', 'AMPK signaling pathway', 'Longevity regulating pathway', 'Longevity regulating pathway - multiple species', 'Cellular senescence', 'Neurotrophin signaling pathway', 'Prolactin signaling pathway', 'Alcoholic liver disease', 'Shigellosis', 'Chemical carcinogenesis - reactive oxygen species', 'Endometrial cancer', 'Non-small cell lung cancer']"
2313,['Transcriptional misregulation in cancer']
2316,"['MAPK signaling pathway', 'Focal adhesion', 'Salmonella infection', 'Proteoglycans in cancer']"
2317,"['MAPK signaling pathway', 'Focal adhesion', 'Salmonella infection', 'Proteoglycans in cancer']"
2318,"['MAPK signaling pathway', 'Focal adhesion', 'Salmonella infection', 'Proteoglycans in cancer']"
2319,['Insulin signaling pathway']
2321,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'HIF-1 signaling pathway', 'PI3K-Akt signaling pathway', 'Focal adhesion', 'Transcriptional misregulation in cancer', 'Rheumatoid arthritis']"
2322,"['MAPK signaling pathway', 'Ras signaling pathway', 'PI3K-Akt signaling pathway', 'Hematopoietic cell lineage', 'Pathways in cancer', 'Transcriptional misregulation in cancer', 'Acute myeloid leukemia', 'Central carbon metabolism in cancer']"
2323,"['MAPK signaling pathway', 'Ras signaling pathway', 'PI3K-Akt signaling pathway', 'Hematopoietic cell lineage', 'Pathways in cancer']"
2324,"['MAPK signaling pathway', 'Ras signaling pathway', 'Rap1 signaling pathway', 'Calcium signaling pathway', 'PI3K-Akt signaling pathway', 'Focal adhesion', 'Pathways in cancer', 'Breast cancer']"
2326,"['Taurine and hypotaurine metabolism', 'Drug metabolism - cytochrome P450', 'Metabolic pathways']"
2327,"['Taurine and hypotaurine metabolism', 'Drug metabolism - cytochrome P450', 'Metabolic pathways']"
2328,"['Taurine and hypotaurine metabolism', 'Drug metabolism - cytochrome P450', 'Metabolic pathways']"
2329,"['Taurine and hypotaurine metabolism', 'Drug metabolism - cytochrome P450', 'Metabolic pathways']"
2330,"['Taurine and hypotaurine metabolism', 'Drug metabolism - cytochrome P450', 'Metabolic pathways']"
2331,['TGF-beta signaling pathway']
2335,"['PI3K-Akt signaling pathway', 'Focal adhesion', 'ECM-receptor interaction', 'Regulation of actin cytoskeleton', 'AGE-RAGE signaling pathway in diabetic complications', 'Bacterial invasion of epithelial cells', 'Yersinia infection', 'Amoebiasis', 'Human papillomavirus infection', 'Pathways in cancer', 'Proteoglycans in cancer', 'Small cell lung cancer']"
2339,['Terpenoid backbone biosynthesis']
2342,['Terpenoid backbone biosynthesis']
2346,"['Alanine, aspartate and glutamate metabolism', 'Metabolic pathways', 'Vitamin digestion and absorption']"
2348,"['Antifolate resistance', 'Endocytosis']"
2350,"['Antifolate resistance', 'Endocytosis']"
2352,"['Antifolate resistance', 'Endocytosis']"
2353,"['Endocrine resistance', 'MAPK signaling pathway', 'cAMP signaling pathway', 'Apoptosis', 'Osteoclast differentiation', 'Toll-like receptor signaling pathway', 'IL-17 signaling pathway', 'Th1 and Th2 cell differentiation', 'Th17 cell differentiation', 'T cell receptor signaling pathway', 'B cell receptor signaling pathway', 'TNF signaling pathway', 'Circadian entrainment', 'Cholinergic synapse', 'Dopaminergic synapse', 'Estrogen signaling pathway', 'Prolactin signaling pathway', 'Oxytocin signaling pathway', 'Relaxin signaling pathway', 'Parathyroid hormone synthesis, secretion and action', 'Non-alcoholic fatty liver disease', 'Growth hormone synthesis, secretion and action', 'Amphetamine addiction', 'Pathogenic Escherichia coli infection', 'Salmonella infection', 'Pertussis', 'Yersinia infection', 'Leishmaniasis', 'Chagas disease', 'Hepatitis B', 'Measles', 'Human T-cell leukemia virus 1 infection', 'Kaposi sarcoma-associated herpesvirus infection', 'Human immunodeficiency virus 1 infection', 'Coronavirus disease - COVID-19', 'Pathways in cancer', 'Chemical carcinogenesis - receptor activation', 'Chemical carcinogenesis - reactive oxygen species', 'Colorectal cancer', 'Breast cancer', 'Choline metabolism in cancer', 'PD-L1 expression and PD-1 checkpoint pathway in cancer', 'Rheumatoid arthritis', 'Lipid and atherosclerosis', 'Fluid shear stress and atherosclerosis']"
2354,"['Osteoclast differentiation', 'IL-17 signaling pathway', 'Cocaine addiction', 'Amphetamine addiction', 'Alcoholism']"
2355,['Osteoclast differentiation']
2356,"['Folate biosynthesis', 'Metabolic pathways', 'Biosynthesis of cofactors', 'Antifolate resistance']"
2357,"['Rap1 signaling pathway', 'Neuroactive ligand-receptor interaction', 'Neutrophil extracellular trap formation', 'Staphylococcus aureus infection']"
2358,"['Neuroactive ligand-receptor interaction', 'Neutrophil extracellular trap formation', 'Staphylococcus aureus infection']"
2359,"['Neuroactive ligand-receptor interaction', 'Neutrophil extracellular trap formation', 'Staphylococcus aureus infection']"
2395,['Porphyrin metabolism']
2475,"['EGFR tyrosine kinase inhibitor resistance', 'Endocrine resistance', 'ErbB signaling pathway', 'HIF-1 signaling pathway', 'Phospholipase D signaling pathway', 'Autophagy - other', 'Autophagy - animal', 'mTOR signaling pathway', 'PI3K-Akt signaling pathway', 'AMPK signaling pathway', 'Longevity regulating pathway', 'Longevity regulating pathway - multiple species', 'Cellular senescence', 'Apelin signaling pathway', 'Neutrophil extracellular trap formation', 'JAK-STAT signaling pathway', 'Th17 cell differentiation', 'Thermogenesis', 'Insulin signaling pathway', 'Thyroid hormone signaling pathway', 'Adipocytokine signaling pathway', 'Type II diabetes mellitus', 'Insulin resistance', 'Growth hormone synthesis, secretion and action', 'Alzheimer disease', 'Amyotrophic lateral sclerosis', 'Huntington disease', 'Spinocerebellar ataxia', 'Pathways of neurodegeneration - multiple diseases', 'Shigellosis', 'Human cytomegalovirus infection', 'Human papillomavirus infection', 'Kaposi sarcoma-associated herpesvirus infection', 'Herpes simplex virus 1 infection', 'Human immunodeficiency virus 1 infection', 'Pathways in cancer', 'Proteoglycans in cancer', 'MicroRNAs in cancer', 'Chemical carcinogenesis - receptor activation', 'Colorectal cancer', 'Pancreatic cancer', 'Glioma', 'Prostate cancer', 'Acute myeloid leukemia', 'Breast cancer', 'Hepatocellular carcinoma', 'Gastric cancer', 'Central carbon metabolism in cancer', 'Choline metabolism in cancer', 'PD-L1 expression and PD-1 checkpoint pathway in cancer', 'Diabetic cardiomyopathy']"
2487,['Wnt signaling pathway']
2488,"['cAMP signaling pathway', 'Neuroactive ligand-receptor interaction', 'GnRH signaling pathway', 'Ovarian steroidogenesis']"
2492,"['cAMP signaling pathway', 'Neuroactive ligand-receptor interaction', 'Ovarian steroidogenesis']"
2494,['Maturity onset diabetes of the young']
2495,"['Ferroptosis', 'Necroptosis', 'Mineral absorption']"
2512,"['Ferroptosis', 'Necroptosis', 'Mineral absorption']"
2516,"['Cortisol synthesis and secretion', 'Cushing syndrome']"
2517,"['Other glycan degradation', 'Lysosome']"
2519,"['Other glycan degradation', 'Lysosome']"
2520,['Gastric acid secretion']
2521,"['mRNA surveillance pathway', 'Spliceosome', 'Amyotrophic lateral sclerosis', 'Pathways of neurodegeneration - multiple diseases', 'Transcriptional misregulation in cancer']"
2523,"['Glycosphingolipid biosynthesis - lacto and neolacto series', 'Glycosphingolipid biosynthesis - globo and isoglobo series', 'Metabolic pathways']"
2524,"['Glycosphingolipid biosynthesis - lacto and neolacto series', 'Glycosphingolipid biosynthesis - globo and isoglobo series', 'Metabolic pathways']"
2525,"['Glycosphingolipid biosynthesis - lacto and neolacto series', 'Metabolic pathways']"
2526,"['Mannose type O-glycan biosynthesis', 'Glycosphingolipid biosynthesis - lacto and neolacto series', 'Metabolic pathways']"
2527,"['Glycosphingolipid biosynthesis - lacto and neolacto series', 'Metabolic pathways']"
2528,"['Glycosphingolipid biosynthesis - lacto and neolacto series', 'Metabolic pathways']"
2529,"['Glycosphingolipid biosynthesis - lacto and neolacto series', 'Metabolic pathways']"
2530,"['N-Glycan biosynthesis', 'Various types of N-glycan biosynthesis', 'Glycosaminoglycan biosynthesis - keratan sulfate', 'Metabolic pathways', 'Transcriptional misregulation in cancer']"
2531,"['Sphingolipid metabolism', 'Metabolic pathways']"
2532,['Malaria']
2533,"['Rap1 signaling pathway', 'Yersinia infection']"
2534,"['Sphingolipid signaling pathway', 'Phospholipase D signaling pathway', 'Axon guidance', 'Osteoclast differentiation', 'Focal adhesion', 'Adherens junction', 'Platelet activation', 'Natural killer cell mediated cytotoxicity', 'T cell receptor signaling pathway', 'Fc epsilon RI signaling pathway', 'Cholinergic synapse', 'Prion disease', 'Pathogenic Escherichia coli infection', 'Viral myocarditis']"
2535,"['mTOR signaling pathway', 'Wnt signaling pathway', 'Hippo signaling pathway', 'Signaling pathways regulating pluripotency of stem cells', 'Melanogenesis', 'Cushing syndrome', 'Alzheimer disease', 'Pathways of neurodegeneration - multiple diseases', 'Human papillomavirus infection', 'Pathways in cancer', 'Proteoglycans in cancer', 'Basal cell carcinoma', 'Breast cancer', 'Hepatocellular carcinoma', 'Gastric cancer']"
2538,"['Glycolysis / Gluconeogenesis', 'Galactose metabolism', 'Starch and sucrose metabolism', 'Metabolic pathways', 'FoxO signaling pathway', 'PI3K-Akt signaling pathway', 'AMPK signaling pathway', 'Insulin signaling pathway', 'Adipocytokine signaling pathway', 'Glucagon signaling pathway', 'Insulin resistance', 'Carbohydrate digestion and absorption']"
2539,"['Pentose phosphate pathway', 'Glutathione metabolism', 'Metabolic pathways', 'Carbon metabolism', 'Central carbon metabolism in cancer', 'Diabetic cardiomyopathy']"
2542,['Carbohydrate digestion and absorption']
2547,['Non-homologous end-joining']
2548,"['Galactose metabolism', 'Starch and sucrose metabolism', 'Metabolic pathways', 'Lysosome']"
2549,"['EGFR tyrosine kinase inhibitor resistance', 'ErbB signaling pathway', 'Ras signaling pathway', 'Phospholipase D signaling pathway', 'Neurotrophin signaling pathway', 'Bacterial invasion of epithelial cells', 'Proteoglycans in cancer', 'Renal cell carcinoma', 'Hepatocellular carcinoma', 'Gastric cancer']"
2550,"['cAMP signaling pathway', 'Neuroactive ligand-receptor interaction', 'GABAergic synapse', 'Taste transduction', 'Estrogen signaling pathway', 'GnRH secretion', 'Morphine addiction']"
2554,"['Neuroactive ligand-receptor interaction', 'Retrograde endocannabinoid signaling', 'GABAergic synapse', 'Taste transduction', 'Morphine addiction', 'Nicotine addiction']"
2555,"['Neuroactive ligand-receptor interaction', 'Retrograde endocannabinoid signaling', 'GABAergic synapse', 'Taste transduction', 'Morphine addiction', 'Nicotine addiction']"
2556,"['Neuroactive ligand-receptor interaction', 'Retrograde endocannabinoid signaling', 'GABAergic synapse', 'Taste transduction', 'Morphine addiction', 'Nicotine addiction']"
2557,"['Neuroactive ligand-receptor interaction', 'Retrograde endocannabinoid signaling', 'GABAergic synapse', 'Taste transduction', 'Morphine addiction', 'Nicotine addiction']"
2558,"['Neuroactive ligand-receptor interaction', 'Retrograde endocannabinoid signaling', 'GABAergic synapse', 'Taste transduction', 'Morphine addiction', 'Nicotine addiction']"
2559,"['Neuroactive ligand-receptor interaction', 'Retrograde endocannabinoid signaling', 'GABAergic synapse', 'Taste transduction', 'Morphine addiction', 'Nicotine addiction']"
2560,"['Neuroactive ligand-receptor interaction', 'Retrograde endocannabinoid signaling', 'Serotonergic synapse', 'GABAergic synapse', 'Morphine addiction', 'Nicotine addiction']"
2561,"['Neuroactive ligand-receptor interaction', 'Retrograde endocannabinoid signaling', 'Serotonergic synapse', 'GABAergic synapse', 'Morphine addiction', 'Nicotine addiction']"
2562,"['Neuroactive ligand-receptor interaction', 'Retrograde endocannabinoid signaling', 'Serotonergic synapse', 'GABAergic synapse', 'Morphine addiction', 'Nicotine addiction']"
2563,"['Neuroactive ligand-receptor interaction', 'Retrograde endocannabinoid signaling', 'GABAergic synapse', 'Morphine addiction', 'Nicotine addiction']"
2564,"['Neuroactive ligand-receptor interaction', 'Retrograde endocannabinoid signaling', 'GABAergic synapse', 'Morphine addiction', 'Nicotine addiction']"
2565,"['Neuroactive ligand-receptor interaction', 'Retrograde endocannabinoid signaling', 'GABAergic synapse', 'Morphine addiction', 'Nicotine addiction']"
2566,"['Neuroactive ligand-receptor interaction', 'Retrograde endocannabinoid signaling', 'GABAergic synapse', 'Morphine addiction', 'Nicotine addiction']"
2567,"['Neuroactive ligand-receptor interaction', 'Retrograde endocannabinoid signaling', 'GABAergic synapse', 'Morphine addiction', 'Nicotine addiction']"
2568,"['Neuroactive ligand-receptor interaction', 'Retrograde endocannabinoid signaling', 'GABAergic synapse', 'Morphine addiction', 'Nicotine addiction']"
2569,"['Neuroactive ligand-receptor interaction', 'Retrograde endocannabinoid signaling', 'GABAergic synapse', 'Morphine addiction', 'Nicotine addiction']"
2570,"['Neuroactive ligand-receptor interaction', 'Retrograde endocannabinoid signaling', 'GABAergic synapse', 'Morphine addiction', 'Nicotine addiction']"
2571,"['Alanine, aspartate and glutamate metabolism', 'beta-Alanine metabolism', 'Taurine and hypotaurine metabolism', 'Butanoate metabolism', 'Metabolic pathways', 'GABAergic synapse', 'Type I diabetes mellitus']"
2572,"['Alanine, aspartate and glutamate metabolism', 'beta-Alanine metabolism', 'Taurine and hypotaurine metabolism', 'Butanoate metabolism', 'Metabolic pathways', 'GABAergic synapse', 'Type I diabetes mellitus']"
2581,"['Sphingolipid metabolism', 'Metabolic pathways', 'Lysosome']"
2582,"['Galactose metabolism', 'Amino sugar and nucleotide sugar metabolism', 'Metabolic pathways', 'Biosynthesis of nucleotide sugars']"
